codice_territorio,comune,2014,2015,2016,2017
"075086","Tiggiano","6.58","11.15","10.12","13.31",
"075087","Trepuzzi","9.35","9.86","11.42","10.44",
"075088","Tricase","7.6","8.01","8.75","10.07",
"075089","Tuglie","9.92","13.14","11.85","10.74",
"075090","Ugento","9.26","11.23","9.41","9.18",
"075091","Uggiano la Chiesa","11.01","10.64","10.22","11.14",
"075092","Veglie","7.33","9.84","8.94","11.72",
"075093","Vernole","10.66","12.38","10.06","14.09",
"075094","Zollino","10.76","20.35","10.54","9.64",
"075095","San Cassiano","11.72","12.79","14.78","10.83",
"075096","Castro","7.32","11.06","9.08","12.04",
"075097","Porto Cesareo","8.46","7.34","7.35","8.18",
"076001","Abriola","12.05","17.45","17.84","15.46",
"076002","Acerenza","13.49","17.37","15.06","16.54",
"076003","Albano di Lucania","17.78","13.84","9.09","15.53",
"076004","Anzi","18.95","9.93","8.89","19.24",
"076005","Armento","18.25","20.28","17.68","18.08",
"076006","Atella","8.86","9.39","11.19","11.71",
"076007","Avigliano","9.74","11.51","10.33","10.96",
"076008","Balvano","9.2","9.8","11.47","8.75",
"076009","Banzi","12.46","14.73","17.12","12.08",
"076010","Baragiano","7.88","8.24","12.04","10.27",
"076011","Barile","9.56","11.43","11.63","12.49",
"076012","Bella","10.33","14.42","11.68","13.24",
"076013","Brienza","12.72","13.02","13.31","12.9",
"076014","Brindisi Montagna","15.34","8.83","15.56","6.77",
"076015","Calvello","12.3","20.04","15.95","13.43",
"076016","Calvera","19.93","17.83","15.52","15.58",
"076017","Campomaggiore","12.17","11.04","11.18","13.88",
"076018","Cancellara","16.05","22.54","13.07","12.46",
"076019","Carbone","16.73","18.62","19.03","24.37",
"076020","San Paolo Albanese","20.41","17.06","27.97","26.02",
"076021","Castelgrande","10.27","11.49","17.2","13.1",
"076022","Castelluccio Inferiore","12","13.96","8.99","18.72",
"076023","Castelluccio Superiore","11.89","9.66","12.22","13.68",
"076024","Castelmezzano","12.21","19.8","11.31","11.39",
"076025","Castelsaraceno","14.72","14.3","14.58","16.99",
"076026","Castronuovo di Sant'Andrea","20.86","19.46","21.79","21.36",
"076027","Cersosimo","8.78","14.99","13.88","20.59",
"076028","Chiaromonte","13.46","9.8","13.42","17.74",
"076029","Corleto Perticara","18.05","16.65","11.12","16.25",
"076030","Episcopia","11.12","13.23","16.9","15.02",
"076031","Fardella","19.7","16.29","17.36","22.03",
"076032","Filiano","10.96","20.63","11.3","11.72",
"076033","Forenza","15.82","12.67","20.1","16.68",
"076034","Francavilla in Sinni","7.56","9.95","8.58","10.79",
"076035","Gallicchio","11.28","22.92","18.7","9.21",
"076036","Genzano di Lucania","12.38","11.44","9.42","11.05",
"076037","Grumento Nova","9.24","17.49","12.94","10.6",
"076038","Guardia Perticara","12.41","17.97","10.81","10.9",
"076039","Lagonegro","9.04","11.25","10.84","8.96",
"076040","Latronico","13.81","11.58","14.61","13.93",
"076041","Laurenzana","13.37","18.06","15.69","14.83",
"076042","Lauria","9.33","11.17","10.03","13.81",
"076043","Lavello","10.03","10.17","10.31","9.95",
"076044","Maratea","10.19","11.42","10.34","10.98",
"076045","Marsico Nuovo","13.51","14.5","12.48","15.34",
"076046","Marsicovetere","6.21","7.06","6.5","8.13",
"076047","Maschito","15.7","12.44","12.7","10.44",
"076048","Melfi","7.22","9.07","7.42","8.91",
"076049","Missanello","10.5","17.56","8.86","8.87",
"076050","Moliterno","12.68","12.26","13.69","14.96",
"076051","Montemilone","12.5","20.09","16.19","18.41",
"076052","Montemurro","11.01","20.83","9.75","11.51",
"076053","Muro Lucano","12.93","10.75","15.24","11.92",
"076054","Nemoli","11.33","15.37","10.08","12.2",
"076055","Noepoli","17.54","22.52","17.27","14.12",
"076056","Oppido Lucano","8.37","9.43","11.07","9.29",
"076057","Palazzo San Gervasio","11.84","11.76","10.2","11.12",
"076058","Pescopagano","11.21","17.07","14.24","18.22",
"076059","Picerno","8.47","9.01","9.73","12.54",
"076060","Pietragalla","12.13","11.02","14.29","14.46",
"076061","Pietrapertosa","11.29","21.07","16.59","23.88",
"076062","Pignola","7.73","7.25","8.17","8.06",
"076063","Potenza","9.57","10.29","9.43","10.25",
"076064","Rapolla","8.96","11.49","9.06","11.88",
"076065","Rapone","18.13","16.19","18.47","16.75",
"076066","Rionero in Vulture","8.78","10.4","12.32","9.75",
"076067","Ripacandida","8.56","9.71","14.44","13.47",
"076068","Rivello","12.18","13.68","10.52","14.24",
"076069","Roccanova","13.75","19.77","17.12","12.79",
"076070","Rotonda","10.23","11.08","9.18","12.44",
"076071","Ruoti","8.37","10.06","11.49","12.96",
"076072","Ruvo del Monte","15.5","16.54","23.22","14.06",
"076073","San Chirico Nuovo","20.52","15.92","14.01","9.71",
"076074","San Chirico Raparo","15.29","17.46","17.61","26.59",
"076075","San Costantino Albanese","13.29","21.64","30.9","21.72",
"076076","San Fele","15.26","14.49","15.41","17.99",
"076077","San Martino d'Agri","23.16","18.54","19.02","18.26",
"076078","San Severino Lucano","24.22","21.46","15.52","15.1",
"076079","Sant'Angelo Le Fratte","11.81","13.92","14.72","14.18",
"076080","Sant'Arcangelo","10.88","9.34","10.29","12.83",
"076081","Sarconi","9.34","8.59","8.5","11.29",
"076082","Sasso di Castalda","14.49","16.94","13.18","12.01",
"076083","Satriano di Lucania","8.36","11.74","11.02","12.8",
"076084","Savoia di Lucania","12.29","17.68","17.85","19.97",
"076085","Senise","8.14","9.25","10.59","11.54",
"076086","Spinoso","13.98","12.87","14.43","15.33",
"076087","Teana","17.27","17.66","14.94","10.2",
"076088","Terranova di Pollino","19.96","17.19","30.3","19.92",
"076089","Tito","8.33","6.28","8.85","7.48",
"076090","Tolve","11.24","10.73","12.02","13.37",
"076091","Tramutola","10.85","11.61","15.93","9.19",
"076092","Trecchina","16.7","12.92","10.82","16.95",
"076093","Trivigno","10.15","13.19","16.47","19.73",
"076094","Vaglio Basilicata","7.75","11.23","12.3","14.96",
"076095","Venosa","10.68","10","9.62","9.25",
"076096","Vietri di Potenza","9.41","9.49","11.33","12.13",
"076097","Viggianello","12.15","15.46","13.93","18.5",
"076098","Viggiano","10.13","7.88","10.16","12.52",
"076099","Ginestra","6.77","13.47","6.69","14.68",
"076100","Paterno","9.99","13.31","11","13.76",
"077001","Accettura","17.92","14.47","14.13","21.49",
"077002","Aliano","22.22","25.53","21.18","10.3",
"077003","Bernalda","8.32","11.06","8.76","11.25",
"077004","Calciano","9.03","10.29","19.56","22.73",
"077005","Cirigliano","30.14","13.25","24.19","24.73",
"077006","Colobraro","20.77","14.11","15.94","19.62",
"077007","Craco","14.52","22.79","8.16","8.27",
"077008","Ferrandina","11.06","10.27","9.9","9.12",
"077009","Garaguso","15.6","10.19","12.22","10.51",
"077010","Gorgoglione","17.81","23.06","15.26","17.55",
"077011","Grassano","10.25","14.15","11.65","10.4",
"077012","Grottole","13.21","13.07","10.47","14.88",
"077013","Irsina","11.79","14.27","11.28","11.54",
"077014","Matera","8.79","8.91","8.56","9.39",
"077015","Miglionico","6.34","10.33","11.58","12.52",
"077016","Montalbano Jonico","8.95","10.59","14.5","12.02",
"077017","Montescaglioso","7.86","10.72","8.95","9.18",
"077018","Nova Siri","8.19","8.89","9.3","8.09",
"077019","Oliveto Lucano","17.13","13.22","27.27","18.89",
"077020","Pisticci","9.28","9.83","8.62","10.19",
"077021","Policoro","6.37","7.3","6.72","6.98",
"077022","Pomarico","12.62","9.62","8.47","12.68",
"077023","Rotondella","11.52","12.38","18.96","13.82",
"077024","Salandra","11.21","12.68","9.96","13.72",
"077025","San Giorgio Lucano","20.01","10.59","16.56","28.01",
"077026","San Mauro Forte","21.19","13.41","17.01","22.16",
"077027","Stigliano","17.11","17.26","19.11","18",
"077028","Tricarico","14.55","13.84","15.36","14.87",
"077029","Tursi","9.2","10.88","11.77","9.23",
"077030","Valsinni","14.49","19.83","19.02","9.36",
"077031","Scanzano Jonico","6.03","7.16","9.12","6.98",
"078001","Acquaformosa","16.51","18.77","16.15","10.76",
"078002","Acquappesa","9.53","11.04","14.8","10.73",
"078003","Acri","9.57","9.93","10.37","11.49",
"078004","Aiello Calabro","12.92","17.19","16.96","14.87",
"078005","Aieta","9.64","4.84","18.23","13.47",
"078006","Albidona","10.17","14.69","17.22","7.63",
"078007","Alessandria del Carretto","24.19","29.6","22.12","13.73",
"078008","Altilia","12.68","11.28","18.34","12.81",
"078009","Altomonte","11.76","11.74","8.51","12.24",
"078010","Amantea","9.22","10.3","9.86","10.65",
"078011","Amendolara","9.05","10.12","14.29","9.26",
"078012","Aprigliano","10.95","11.06","12.54","16.22",
"078013","Belmonte Calabro","12.37","13.93","12.01","9.09",
"078014","Belsito","8.57","11.9","14.19","17.45",
"078015","Belvedere Marittimo","9.83","11.42","10.28","11.98",
"078016","Bianchi","20.32","13","14.64","7.01",
"078017","Bisignano","9.28","10.48","7.57","9.17",
"078018","Bocchigliero","19.56","24.83","24.82","24.5",
"078019","Bonifati","12.68","15.29","10.56","12.83",
"078020","Buonvicino","15.75","14.58","11.61","17.03",
"078021","Calopezzati","13.39","13.96","7.33","11.77",
"078022","Caloveto","4.69","8.64","16","14.68",
"078023","Campana","14.98","16.38","20.12","20.07",
"078024","Canna","11.55","18.43","16.16","23.5",
"078025","Cariati","9.26","8.9","9.88","10.24",
"078026","Carolei","9.82","8.97","8.35","8.59",
"078027","Carpanzano","11.28","19.34","27.67","40.98",
"078028","Casole Bruzio","12.5","8.95","8.95","8.59",
"078029","Cassano all'Ionio","9.24","10.14","9.17","10.27",
"078030","Castiglione Cosentino","10.41","9.02","10.64","11.2",
"078031","Castrolibero","6.14","6.73","6.79","8.04",
"078032","Castroregio","34.54","19.61","50.51","31.75",
"078033","Castrovillari","9.64","9.93","10.77","10.68",
"078034","Celico","9.96","9.28","12.94","10.74",
"078035","Cellara","17.73","13.93","6.02","12.2",
"078036","Cerchiara di Calabria","15.78","14.6","14.75","12.75",
"078037","Cerisano","9.57","9.98","9.44","8.91",
"078038","Cervicati","15","17.77","15.79","11.02",
"078039","Cerzeto","17.01","16.13","11.59","17.47",
"078040","Cetraro","9.94","9.57","9.68","10.62",
"078041","Civita","32.59","18.71","16.47","18.57",
"078042","Cleto","12.98","12.3","12.42","14.1",
"078043","Colosimi","10.24","11.14","9.63","13.67",
"078044","Corigliano Calabro","7.47","8.21","7.42","8.53",
"078045","Cosenza","11.76","11.94","11.68","12.7",
"078046","Cropalati","11.69","14.55","13.95","18.77",
"078047","Crosia","6.79","6.15","6.44","7.32",
"078048","Diamante","10.98","12.9","11.48","8.31",
"078049","Dipignano","9.74","10.03","9.84","11.25",
"078050","Domanico","14.77","10.56","14.9","8.55",
"078051","Fagnano Castello","10.39","13.58","10.84","13.77",
"078052","Falconara Albanese","9.1","6.29","12.53","6.89",
"078053","Figline Vegliaturo","8.66","14.8","10.61","7.99",
"078054","Firmo","9.68","14.98","14.76","18.4",
"078055","Fiumefreddo Bruzio","14.15","11.3","10.41","11.51",
"078056","Francavilla Marittima","12.95","11.66","9.68","12.88",
"078057","Frascineto","16.8","12.88","16.43","17.22",
"078058","Fuscaldo","9.31","9.56","9.47","8.13",
"078059","Grimaldi","14.63","10.07","11.93","10.26",
"078060","Grisolia","13.78","19.15","12.9","14.32",
"078061","Guardia Piemontese","7.36","5.78","4.7","5.74",
"078062","Lago","11.35","14.81","11.16","17.63",
"078063","Laino Borgo","16.13","21.57","16.75","15.35",
"078064","Laino Castello","12.72","10.54","16.57","14.45",
"078065","Lappano","11.46","11.63","7.42","11.73",
"078066","Lattarico","10.12","7.45","10.24","13.58",
"078067","Longobardi","9.63","9.57","13.03","13.39",
"078068","Longobucco","16.93","10.57","17.51","15.39",
"078069","Lungro","12.42","13.06","17.53","15.46",
"078070","Luzzi","8.03","10.18","10.37","11.02",
"078071","Maierà","12","8.91","8.14","15.46",
"078072","Malito","10.04","11.43","12.89","15.53",
"078073","Malvito","9.34","13.32","12.94","15.97",
"078074","Mandatoriccio","10.61","12.1","11.6","12.54",
"078075","Mangone","4.82","11.15","11.11","9.53",
"078076","Marano Marchesato","3.37","6.18","6.8","9.72",
"078077","Marano Principato","6.32","6.93","5.34","7.86",
"078078","Marzi","7.09","14.18","9.1","12.13",
"078079","Mendicino","7.64","9.53","6.75","9.57",
"078080","Mongrassano","9.2","9.9","8.79","8.28",
"078081","Montalto Uffugo","6.87","7.4","6.52","7.12",
"078082","Montegiordano","15.62","15.44","13.62","21.62",
"078083","Morano Calabro","8.76","12.13","12.58","11.91",
"078084","Mormanno","13.55","15.39","15.64","13.47",
"078085","Mottafollone","12.13","8.08","15.43","15.57",
"078086","Nocara","24.78","15","10.27","21.3",
"078087","Oriolo","17.54","20.03","19.1","22.42",
"078088","Orsomarso","9.31","14.14","15.88","13.62",
"078089","Paludi","15.47","12.06","17.01","15.3",
"078090","Panettieri","17.14","14.22","20.29","8.8",
"078091","Paola","9.77","10.55","9.78","11.57",
"078092","Papasidero","18.56","21.65","20.76","17.06",
"078093","Parenti","7.21","14.56","11.99","8.88",
"078094","Paterno Calabro","5.71","10.7","12.21","10.08",
"078095","Pedace","14.49","11.5","9.44","14.69",
"078096","Pedivigliano","15.09","14.23","14.48","25.78",
"078097","Piane Crati","6.29","13.31","9.15","4.96",
"078098","Pietrafitta","12.68","15.15","15.46","14.18",
"078099","Pietrapaola","10.3","12.2","10.59","11.63",
"078100","Plataci","11.66","15.9","13.52","13.58",
"078101","Praia a Mare","8.73","10.1","12.06","8.94",
"078102","Rende","6.61","7.89","6.58","8.68",
"078103","Rocca Imperiale","11.05","8.41","12.66","8.73",
"078104","Roggiano Gravina","9.4","9.01","10.39","11.64",
"078105","Rogliano","10.71","9.19","8.41","9.01",
"078106","Rose","9.18","9.15","11.6","9.76",
"078107","Roseto Capo Spulico","9.88","12.89","13.4","14.55",
"078108","Rossano","7.05","8.35","7.12","8.05",
"078109","Rota Greca","9.52","10.4","14","17.9",
"078110","Rovito","5.34","7.88","7.63","8.89",
"078111","San Basile","16.18","19.06","19.23","21.37",
"078112","San Benedetto Ullano","13.4","12.85","14.21","14.42",
"078113","San Cosmo Albanese","22.89","34.88","15.1","21.98",
"078114","San Demetrio Corone","13.78","14.76","11.6","16.97",
"078115","San Donato di Ninea","19.27","20.33","22.42","16.16",
"078116","San Fili","11.78","12.88","9.61","14.17",
"078117","Sangineto","11.12","15.65","12.8","20.64",
"078118","San Giorgio Albanese","16.14","18.63","15.49","18.48",
"078119","San Giovanni in Fiore","9.1","8.72","9.31","10.85",
"078120","San Lorenzo Bellizzi","10.37","16.81","20.25","22.22",
"078121","San Lorenzo del Vallo","9.92","8.51","5.9","8.58",
"078122","San Lucido","9.18","13","10.92","10.08",
"078123","San Marco Argentano","9.3","10.24","9.72","11.64",
"078124","San Martino di Finita","9.64","14.33","15.64","21.8",
"078125","San Nicola Arcella","7.34","7.71","5.07","5.02",
"078126","San Pietro in Amantea","15.95","13.86","13.79","17.86",
"078127","San Pietro in Guarano","14.07","12.77","8.76","10.42",
"078128","San Sosti","9.61","13.77","10.54","13.34",
"078129","Santa Caterina Albanese","12.78","15.35","17.25","13.22",
"078130","Santa Domenica Talao","14.06","8.64","11.93","19.46",
"078131","Sant'Agata di Esaro","16.22","14.79","13.35","15.15",
"078132","Santa Maria del Cedro","11.34","8.89","9.1","11.31",
"078133","Santa Sofia d'Epiro","11.48","7.17","8.47","9.81",
"078134","Santo Stefano di Rogliano","5.87","3.49","5.22","8.13",
"078135","San Vincenzo La Costa","8.65","7.75","11","11.07",
"078136","Saracena","15.72","13.24","12.61","11.96",
"078137","Scala Coeli","12.13","15.48","10.97","19.52",
"078138","Scalea","8.34","8.05","6.21","8.72",
"078139","Scigliano","13.59","18.66","14.6","17.04",
"078140","Serra d'Aiello","8.47","15.15","13.2","15.17",
"078141","Serra Pedace","13.11","11.14","10.18","4.09",
"078142","Spezzano Albanese","10.06","9.1","9.42","12.03",
"078143","Spezzano della Sila","10.55","9.03","10.58","10.77",
"078144","Spezzano Piccolo","7.63","12.97","10.16","6.82",
"078145","Tarsia","11.09","10.69","11.17","8.29",
"078146","Terranova da Sibari","8.74","9.59","13.8","12.76",
"078147","Terravecchia","13.67","21.63","13.82","21.25",
"078148","Torano Castello","8.65","11.05","10.18","10.84",
"078149","Tortora","8.27","9.88","8.24","6.8",
"078150","Trebisacce","10.84","10.94","10.6","9.7",
"078151","Trenta","9.35","7.55","9.15","6.12",
"078152","Vaccarizzo Albanese","16.33","21.92","10.79","24.75",
"078153","Verbicaro","15.09","14.97","18.8","19.47",
"078154","Villapiana","9.07","10.56","10","12.24",
"078155","Zumpano","8.61","8.2","6.18","9.21",
"078156","Casali del Manco","null","null","null","14.36",
"079002","Albi","17.59","10.49","16.9","20.47",
"079003","Amaroni","8.6","8.08","12.49","18.7",
"079004","Amato","13.03","15.52","10.86","7.29",
"079005","Andali","24.47","12.99","10.57","20.44",
"079007","Argusto","18.83","15.21","13.51","13.65",
"079008","Badolato","9.23","17.04","13.7","16.61",
"079009","Belcastro","4.98","12.09","9.96","12.86",
"079011","Borgia","7.77","8.68","6.03","9.45",
"079012","Botricello","5.23","8.44","7.26","9.5",
"079017","Caraffa di Catanzaro","8.89","13.79","14.57","14.23",
"079018","Cardinale","13.29","11.79","11.16","11.48",
"079020","Carlopoli","12.97","13.81","10.56","11.84",
"079023","Catanzaro","8.96","9.24","9.3","9.91",
"079024","Cenadi","19.26","17.67","8.84","12.53",
"079025","Centrache","24.1","32.14","17.68","20.3",
"079027","Cerva","10.48","13.82","8.21","5.81",
"079029","Chiaravalle Centrale","14.51","14.66","11.91","15.54",
"079030","Cicala","9.3","17.53","13.46","15.67",
"079033","Conflenti","18.54","15.81","12.14","12.13",
"079034","Cortale","17.13","19.73","13.33","20.22",
"079036","Cropani","5.5","8.4","7.93","6.65",
"079039","Curinga","8.55","8.41","10.04","8.61",
"079042","Davoli","9.28","8.54","8.25","8.3",
"079043","Decollatura","10.04","12.93","7.91","14.86",
"079047","Falerna","6.64","7.92","10.22","7.57",
"079048","Feroleto Antico","5.77","10.35","10.16","9.41",
"079052","Fossato Serralta","13.27","18.32","8.45","15.29",
"079055","Gagliato","7.76","7.84","14.21","16.99",
"079056","Gasperina","13.09","9.77","9.69","12.95",
"079058","Gimigliano","13.43","12.62","11.01","11.76",
"079059","Girifalco","11.25","14.06","12.32","13.81",
"079060","Gizzeria","7.97","5.3","6.55","7.89",
"079061","Guardavalle","7.31","12.42","10.15","14.83",
